,conversation_id_str,created_at,favorite_count,Tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,predicted_sentiment
10,1783151026264309951,Wed Apr 24 15:08:28 +0000 2024,11585,alhamdulillah hari ini prabowo gibran telah resmi ditetapkan oleh kpu sebagai presiden dan wakil presiden terpilih periode 2024 2029 terima kasih kepada seluruh rakyat indonesia penyelenggara pemilu tokoh agama prajurit tni dan polri relawan se a rekan rekan pers yang  t co qbgaonni67,1783151026264309951,https://pbs.twimg.com/media/GL8GZ1MaQAAHM5z.jpg,,in,Indonesia,188,935,1753,https://x.com/prabowo/status/1783151026264309951,40580714,prabowo,positive
11,1759961530085613689,Tue Feb 20 15:21:41 +0000 2024,5233,mayor teddy ajudan prabowo menegur kolonel dr gunawan rusuldi yg sedang menjelaskan ttg rsppn pang soedirman amp 25 rs milik tni di bintaro senin 19 2 2024 mayor tegur kolonel orang dilingkaran paslon 02 memang gak punya etika  t co 8qxym9e51l,1759961530085613689,https://pbs.twimg.com/ext_tw_video_thumb/1759961414528389120/pu/img/jbI56ByZKbDgSDx0.jpg,,in,Indonesia,500,507,2017,https://x.com/yaniarsim/status/1759961530085613689,929287558281830400,yaniarsim,neutral
12,1744223379794907525,Mon Jan 08 05:03:54 +0000 2024,19285,dua kata lucu nangisin prabowo  t co 3es2nnmm2c,1744223379794907525,https://pbs.twimg.com/ext_tw_video_thumb/1744206256720764928/pu/img/HZgkJ-k3kWlre6zc.jpg,,in,,3561,1682,3397,https://x.com/peachyslen/status/1744223379794907525,1647285392,peachyslen,neutral
13,1812686124709736482,Mon Jul 15 03:10:24 +0000 2024,11525, t co jtj8yyewes,1812686124709736482,https://pbs.twimg.com/media/GSf0WF7XQAAy9IQ.jpg,,zxx,,444,355,710,https://x.com/DidGemoyDieYet/status/1812686124709736482,1748155327193956352,DidGemoyDieYet,neutral
14,1757921510319419853,Thu Feb 15 00:15:23 +0000 2024,47042,mau beda pilihan satu hal yang ga bisa dipungkiri feed socmed prabowo memang kelihatan sebagai seorang yang merupakan penikmat fotografi  t co oinalkunb1,1757921510319419853,https://pbs.twimg.com/media/GGVkPKCasAA-LmT.jpg,,in,Bali,1111,699,5369,https://x.com/govoes/status/1757921510319419853,65056227,govoes,neutral
15,1746522326676754735,Sun Jan 14 13:19:06 +0000 2024,3478,gue bukan basis pendukung paslon 2 tapi seriusin ini lucu bener mana kucingnya kalem aja lagi emang bener prabowo tuh bisa bikin tenang kucing aja bisa dibungkam gitu apalagi raky  t co 5v4dz8tplw,1746522326676754735,https://pbs.twimg.com/ext_tw_video_thumb/1746522086355738624/pu/img/2r1gUrid9FhoXx4T.jpg,,in,Gotham & Old Trafford,408,258,375,https://x.com/adnardn/status/1746522326676754735,59987088,adnardn,negative
16,1832907871194960177,Sun Sep 08 22:24:24 +0000 2024,9307,gila banget ya ini sih bangsatnya bangsat saya usul jika pak prabowo sudah dilantik mohon serahkan akun fufufafa ini kepada tim forensik digital bahaya sekali provokasinya  t co lwqqnvhvre,1832907871194960177,https://pbs.twimg.com/media/GW_L_skW0AAE-Kt.jpg,,in,,150,486,2724,https://x.com/islah_bahrawi/status/1832907871194960177,1619899748387000322,islah_bahrawi,negative
17,1842870838888136967,Sun Oct 06 10:13:41 +0000 2024,3342,sebetulnya udah bosen banget nge up kelakuan kurangajar fufufafa kepada presiden terpilih pak prabowo tapi tiap postingan sepe i ini lewat di timeline rasa geram naik lagi ke ubun ubun bayangkan orang tua dengan posisi layak dihormati sepe i pak prabowo dikatain makanan  t co n6xpdzo6ol,1842870838888136967,https://pbs.twimg.com/media/GZMxQWxaYAAwVb4.jpg,,in,,40,445,1064,https://x.com/DokterTifa/status/1842870838888136967,1502822366946402304,DokterTifa,negative
18,1844894214951403736,Sat Oct 12 00:13:51 +0000 2024,70,pimpinan dptp pks dan pengurus dpp pks bersilaturahmi ke kediaman presiden terpilih republik indonesia periode 2024 2029 prabowo subianto di jaka a selatan pada jum at 11 10 2024 kunjungan silaturahmi ini dipimpin langsung oleh ketua majelis syura pks habib salim segaf  t co 7qlxzm7xqm,1844894214951403736,https://pbs.twimg.com/media/GZphgWnaAAEoYad.jpg,,in,Jakarta Capital Region,0,10,25,https://x.com/FPKSDPRRI/status/1844894214951403736,91255162,FPKSDPRRI,neutral
19,1844703271765811566,Fri Oct 11 11:35:07 +0000 2024,34,pkb sarimin adalah pa ai yang tak tau malu sebenarnya minta minta jatah menteri nampaknya ada yang kejang kejang dengan susunan kabinet prabowo awalnya ingin menjatuhkan gusmen tapi tak kesampaian  t co xfwcrbsbxc,1844703271765811566,https://pbs.twimg.com/media/GZmz2WhbgAAVIMl.jpg,,in,🇮🇩,0,2,12,https://x.com/elsaday__/status/1844703271765811566,1316243860280889345,elsaday__,negative
20,1844231200774422815,Thu Oct 10 04:19:17 +0000 2024,172,kaesang pemilik akun fufufafa bukan mencubit prabowo lagi tp fufufafa sudah menghina amp merendahkan prabowo menghina anak amp keluarga prabowo seharusnya kaesang lu bkn saja membela prabowo paling dpn bila perlu lu injak batang leher amp pelernya si fufufafa  t co cmc56eygvh,1844231200774422815,https://pbs.twimg.com/media/GZgGgPXaAAIGhPl.jpg,,in,"ÜT: -6.1389099,106.7214539",2,26,57,https://x.com/AirinDatangLagi/status/1844231200774422815,228628424,AirinDatangLagi,negative
21,1842618662093832366,Sat Oct 05 17:31:37 +0000 2024,4122,kalau melihat gestur amp sikap prabowo prediksi saya fufufafa akan diganti entah cepat atau lambat  t co cqhmkowped,1842618662093832366,https://pbs.twimg.com/ext_tw_video_thumb/1842618625141977088/pu/img/nBUaZyQkFuIgPzVy.jpg,,in,,71,422,780,https://x.com/CakKhum/status/1842618662093832366,1112540525771386880,CakKhum,negative
22,1845034611816251673,Sat Oct 12 09:31:45 +0000 2024,81,rakyat kecil lagi yg korbankan kader mereka yg serakah kader mereka yg terlilit utang negara yg dibebankan nuranimu mana cakiminow terlilit utang bank imbas gadai sk cak imin bujuk prabowo naikkan biaya perjalanan dinas dprd titip teman teman saya  t co 9lc40duzog,1845034611816251673,https://pbs.twimg.com/media/GZrhMydaAAEu6Nz.jpg,,in,Indonesia,3,19,35,https://x.com/Anak__Ogi/status/1845034611816251673,1356517931887120384,Anak__Ogi,neutral
23,1845290809639436394,Sun Oct 13 02:29:47 +0000 2024,0,isi bensin mesin kendaraan termasuk speedboat menyala hm mengundang pupupapa pupu bendera aja itu mengundang syaiton yang bisa mencelakakan hidupmu benny laos speed boat yang cepat mana dengan prabowo dan ajudannya teddy yg balapan dgn bocil2  t co kff9ggxqtw,1845290809639436394,https://pbs.twimg.com/media/GZvJwNOaAAEP3IA.jpg,,in,Indonesia,0,0,0,https://x.com/anonimman137997/status/1845290809639436394,1704116159665389568,anonimman137997,neutral
24,1843867773765857748,Wed Oct 09 04:15:09 +0000 2024,3956,makan malam dan diskusi bersama presiden jokowi kami saling be ukar pikiran berkaitan dengan kepentingan negara bangsa dan rakyat indonesia  t co ryft4xvcsz,1843867773765857748,https://pbs.twimg.com/media/GZa7801asAEgdFW.jpg,,in,Indonesia,181,1046,513,https://x.com/prabowo/status/1843867773765857748,40580714,prabowo,negative
25,1843852306783318528,Wed Oct 09 03:13:41 +0000 2024,245,beredar bocoran susunan menteri prabowo ini info a1 apa a0 gaes  t co cbey1x9vdj,1843852306783318528,https://pbs.twimg.com/media/GZat5rMbAAAvtPY.jpg,,in,Indonesia,14,257,41,https://x.com/narkosun/status/1843852306783318528,84221579,narkosun,neutral
26,1844910293400551544,Sat Oct 12 01:17:45 +0000 2024,1936,hari ini saya meresmikan istana negara di ikn bangunan ini memiliki kualitas tinggi dan dirancang untuk mendukung pelaksanaan tugas tugas pemerintahan di ikn secara optimal selanjutnya istana garuda yang sudah dalam tahap penyelesaian akan diresmikan oleh presiden prabowo  t co daewv8v2py,1844910293400551544,https://pbs.twimg.com/media/GZpwH1IbcAADcwG.jpg,,in,Jakarta,95,523,263,https://x.com/jokowi/status/1844910293400551544,366987179,jokowi,positive
27,1844239872141426697,Thu Oct 10 04:53:44 +0000 2024,10,beredar draft susunan kabinet prabowo koq menteri agamanya tetap pasti ada yang ngamuk2  t co yuaiwbtj0n,1844239872141426697,https://pbs.twimg.com/media/GZgOY-JaAAM8AkV.jpg,,in,lokalisasi kelas teri,0,4,9,https://x.com/triwul82/status/1844239872141426697,2695463725,triwul82,neutral
28,1844921743334342966,Sat Oct 12 02:03:15 +0000 2024,96,jokowi sebut keppres ikn diteken prabowo dan gerindra menjawab pe anda ketidak kompakan itu semakin nyata  t co 7e5jhi6bv5,1844921743334342966,https://pbs.twimg.com/media/GZp6i_4agAAPqGy.jpg,,in,,4,8,33,https://x.com/DS_yantie/status/1844921743334342966,1374686160748830724,DS_yantie,negative
29,1842813429872271865,Sun Oct 06 06:25:34 +0000 2024,976,kenapa gibran tidak duduk sejajar dengan prabowo karena gibran diposisikan sebagai anak jokowi bukan wapres terpilih anak itu ngekor bukan duduk disamping sesederhana itu  t co zce8jyyz4v,1842813429872271865,https://pbs.twimg.com/media/GZL9C2ZacAA6TtJ.jpg,,in,"DKI Jakarta, Indonesia",22,348,121,https://x.com/JhonSitorus_18/status/1842813429872271865,1102461866129776640,JhonSitorus_18,negative
30,1842215739258032499,Fri Oct 04 14:50:33 +0000 2024,933,ketua umum pa ai politik di indonesia tuh ga banyak berikut daftarnya 1 pkb a muhaimin iskandar 2 gerindra prabowo subianto 3 pdip megawati soekarnoputri 4 golkar bahlil lahadalia 5 nasdem surya paloh 6 pan zulkifli hasan 7 demokrat ahy 8 pks ahmad syaikhu 9  t co 4pllhk93yf,1842215739258032499,https://pbs.twimg.com/media/GZDdc7Ha4AAecD1.jpg,,in,Indonesia,34,443,252,https://x.com/narkosun/status/1842215739258032499,84221579,narkosun,neutral
31,1842508508287357308,Sat Oct 05 10:13:55 +0000 2024,2103,ngeri bos kelakuan para kader psi ke pak prabowo bego aja gerindra klo sampe sharing kursi ke psi hanya gegara ketum psi anak mulyono dimana hrg diri klen wahai kader gerindra  t co n4lbj02vmx,1842508508287357308,https://pbs.twimg.com/media/GZHnuFmbcAAbniF.jpg,,in,Bekasi - Indonesia,19,96,961,https://x.com/bachrum_achmadi/status/1842508508287357308,105085302,bachrum_achmadi,negative
32,1842458072880693401,Sat Oct 05 06:53:30 +0000 2024,58,pak prabowo kayak jijik gitu dekat2 fufufafa yang menghina dirinya anaknya dan mantan istrinya  t co 1kvpver4mz,1842458072880693401,https://pbs.twimg.com/media/GZG52YTbsAAT44F.jpg,,in,Indonesia,3,20,13,https://x.com/NalarPolitik_/status/1842458072880693401,214159664,NalarPolitik_,negative
33,1843835491130716444,Wed Oct 09 02:06:52 +0000 2024,57,dari kemarin sdh tersebar daftar susunan kabinet prabowo ini kalo benar akan bikin ramai dan sedih sappo ramai krn ada orang pdip sedih karena kubu pkb cak imin gagal melengserkan gus men pdhl sdh lakukan segala cara  t co xxdnrp9pcn,1843835491130716444,https://pbs.twimg.com/media/GZaemzwaQAAfNDG.jpg,,in,Indonesia,1,23,23,https://x.com/Anak__Ogi/status/1843835491130716444,1356517931887120384,Anak__Ogi,negative
34,1842885597305954350,Sun Oct 06 11:12:20 +0000 2024,121,trimakasih jokowi yg telah memberikan pelajaran pada kami utk tidak mudah percaya dg penampilan seseorang 10 tahun kami mendukung dg segala suka dukanya inilah yg kau persembahkan diakhir masa jabatannya pada kami bahrain prabowo minggu  t co ozkipcqbez,1842885597305954350,https://pbs.twimg.com/media/GZM-qqrbgAA4lNS.jpg,,in,Jateng  Indonesia,0,9,41,https://x.com/Ghurem2/status/1842885597305954350,1248538148990152704,Ghurem2,positive
35,1843266041868423203,Mon Oct 07 12:24:06 +0000 2024,931,di tengah rencana pdi perjuangan bergabung dengan pemerintahan prabowo subianto muncul isu puan maharani anak megawati soekarnoputri bakal menggantikan gibran rakabuming raka sebagai wakil presiden  t co xlblcgrnzi,1843266045991387364,https://pbs.twimg.com/media/GZSVJkiaEAA1h8q.jpg,tempodotco,in,Indonesia,27,10,64,https://x.com/tempodotco/status/1843266045991387364,18129942,tempodotco,neutral
36,1843529192237125999,Tue Oct 08 05:49:45 +0000 2024,566,tanda2 keretakan antara prabowo dan jokowi itu memang tidak bisa dihindari apalagi setelah bssn dan kaesang konfirmasi jika akun fufufafa adalah milik gibran aura tegang tak bisa dihindari ya semoga pelantikan prabowo berjalan baik2 aja karena kita tdk tau apa rencana jokowi  t co fxh7ixzqot,1843529192237125999,https://pbs.twimg.com/media/GZWIBqVa4AADZsk.jpg,,in,"DKI Jakarta, Indonesia",16,210,130,https://x.com/JhonSitorus_18/status/1843529192237125999,1102461866129776640,JhonSitorus_18,positive
37,1841473604468511139,Wed Oct 02 13:41:34 +0000 2024,39,siapa lagi bakal masuk kabinet besar prabowo sejumlah nama menguat sebagai kandidat menteri prabowo ada pula tambahan nama dan itu tak mengherankan mengingat ukuran kabinet yang super bisa mencapai lebih dari 50 menteri kepala badan siapa saja sosok yang bakal bergabung  t co bs2r13ypad,1841473604468511139,https://pbs.twimg.com/media/GY46ej8bUAAYcCB.jpg,,in,,14,8,12,https://x.com/kumparan/status/1841473604468511139,759692754985242625,kumparan,neutral
38,1843857336877912402,Wed Oct 09 03:33:40 +0000 2024,916,pe emuan tadi malam di senayan sepe inya malah menghadirkan rasa amarah pe emuan itu bukan sekadar makan malam biasa tapi salah satunya ada upaya menjembatani agar rekonsiliasi antara prabowo dan gibran bisa secepatnya terjalin agar suasana tegang bisa cair sepe i tahun  t co g7sobhacgg,1843857336877912402,https://pbs.twimg.com/media/GZayeApasAEoPAu.jpg,,in,"DKI Jakarta, Indonesia",36,441,187,https://x.com/JhonSitorus_18/status/1843857336877912402,1102461866129776640,JhonSitorus_18,negative
39,1762721124067270866,Wed Feb 28 06:07:20 +0000 2024,8089,ave neohistorian kami segenap tim redaksi neo historia indonesia mengucapkan selamat atas pemberian kenaikan pangkat istimewa jenderal bintang empat untuk bapak menteri pe ahanan prabowo subianto djojohadikusumo pemberian kenaikan pangkat oleh presiden joko widodo  t co fdcb4zjcvj,1762721124067270866,https://pbs.twimg.com/media/GHZxgwobMAAnvYs.jpg,,in,"Pondok Cina, Depok",336,508,956,https://x.com/neohistoria_id/status/1762721124067270866,1495326248100589569,neohistoria_id,positive
40,1760217865721143579,Wed Feb 21 08:20:17 +0000 2024,24105, t co lrmvasruvm,1760217865721143579,https://pbs.twimg.com/media/GG2MztMbsAARJ4N.png,,zxx,"Pondok Cina, Depok",428,617,4480,https://x.com/neohistoria_id/status/1760217865721143579,1495326248100589569,neohistoria_id,neutral
41,1829682463418814636,Sat Aug 31 00:47:47 +0000 2024,17740,jejak digital gibran menghina prabowo di kaskus kembali dibongkar netizen penghinaan gibran sangat sadis  t co mc8b0wvmtd,1829682463418814636,https://pbs.twimg.com/media/GWRWI7-bwAALfcB.jpg,,in,,216,483,5319,https://x.com/benaradil/status/1829682463418814636,1490799782952316930,benaradil,negative
42,1753837674144879054,Sat Feb 03 17:47:40 +0000 2024,38037,kumpulan momen ketika prabowo selalu memikirkan anies sejak debat 7 januari  t co rywg5xtnst,1753837674144879054,https://pbs.twimg.com/media/GFbVRDKa4AEzm2n.jpg,,in,antarctica,1476,824,7885,https://x.com/mediokere/status/1753837674144879054,1109849353269604352,mediokere,positive
43,1756934157194895416,Mon Feb 12 06:51:59 +0000 2024,9721,prabowo  t co jdhds0qhey,1756934157194895416,https://pbs.twimg.com/media/GGHiTSJbwAArz5J.jpg,,pl,,482,500,1065,https://x.com/indomild/status/1756934157194895416,1216538380671963136,indomild,neutral
44,1766661568715178179,Sun Mar 10 03:05:15 +0000 2024,5658,alhamdulillah berawal dari viralnya adik lastri menangis dibully karena jadi pemulung akhirnya dapat bantuan dari pak prabowo rumah layak huni lahan dan ternak sehat selalu adik dan juga pak prabowo  t co ktozos2fxc,1766661568715178179,https://pbs.twimg.com/ext_tw_video_thumb/1766661443427160064/pu/img/EJrzAkkC6e73adk2.jpg,,in,📍Atas Kasur ,88,411,867,https://x.com/Pai_C1/status/1766661568715178179,1465606400474632199,Pai_C1,positive
45,1758170225864769584,Thu Feb 15 16:43:41 +0000 2024,48823, di y vote benar benar nyata  t co aj5nwflow2,1758170225864769584,https://pbs.twimg.com/media/GGZGfFpWYAAsyJM.jpg,,in,Jakarta Capital Region,1090,944,11038,https://x.com/DrEvaChaniago/status/1758170225864769584,1355632532,DrEvaChaniago,neutral
46,1772304253492584867,Mon Mar 25 16:47:16 +0000 2024,6843,gawat bocoran terbaru kabinet prabowo gibran nih wkwkwk kalau kalian ngikutin ada yang naik jabatan dari bocoran kemaren a thread for detail  t co iqwxtfjjmt,1772304253492584867,https://pbs.twimg.com/media/GJh9U2Da8AESS-0.jpg,,in,Indonesia,962,505,984,https://x.com/PolJokesID/status/1772304253492584867,808244774469677057,PolJokesID,neutral
47,1759871131383984381,Tue Feb 20 09:22:29 +0000 2024,36886,lain kali ajarkan sopan santun adab dan etika kepada ajudan anda bung prabowo  t co smhqguu3fk,1759871131383984381,https://pbs.twimg.com/media/GGxRcBLboAAWn_R.jpg,,in,,816,2211,5956,https://x.com/HukumDan/status/1759871131383984381,1182582278,HukumDan,neutral
48,1754125343743701134,Sun Feb 04 12:50:46 +0000 2024,28848,menemani pak prabowo dalam debat final capres gas pak  t co kxynbkagh8,1754125343743701134,https://pbs.twimg.com/media/GFfnsIDbIAA0INa.jpg,,in,,219,1942,1970,https://x.com/gibran_tweet/status/1754125343743701134,1356478042797797377,gibran_tweet,neutral
49,1755562410281427230,Thu Feb 08 12:01:10 +0000 2024,10426,saya spill kemewahan kampanye akbar prabowo gibran 10 februari 2024 dari pintu masuk sampai umkm yang banyak terlibat spot foto dll  t co kdxo87qeua,1755562410281427230,https://pbs.twimg.com/media/GF0CsQdagAAmxyP.jpg,,in,,2007,863,1077,https://x.com/ejaferdiansyah/status/1755562410281427230,1532853448462733312,ejaferdiansyah,neutral
50,1795826031460569132,Wed May 29 14:34:25 +0000 2024,22095,ponakannya pak prabowo sama anaknya pak jokowi  t co zuhjlyhcwc,1795826031460569132,https://pbs.twimg.com/media/GOwNinObQAERpeT.jpg,,in,Kutub Selatan,9007,3726,3166,https://x.com/timpenguinnas/status/1795826031460569132,1457753196269473793,timpenguinnas,neutral
51,1758516085715058964,Fri Feb 16 15:38:01 +0000 2024,34160,pendukung prabowo bilang kalo prabowo tidak terlibat dalam penculikan aktivis tp prabowo sendiri bilang gini jadi siapa yg harus gua percaya pendukungnya atau junjungannya 2beer  t co kx4ptocivz,1758516085715058964,https://pbs.twimg.com/media/GGeBDw_agAAEuf-.jpg,,in,✉️: tubirfess@gmail.com,435,517,6622,https://x.com/tubirfess/status/1758516085715058964,865777701671415808,tubirfess,negative
52,1757384230655701105,Tue Feb 13 12:40:25 +0000 2024,13764,pak prabowo jika berkenan saya minta tolong dua orang ini jangan diajak masuk dalam kabinet ya mrk hanyalah manusia yg ngga punya loyalitas selain pada yg menguntungkan dirinya sendiri plz ya pak  t co iwjwermv24,1757384230655701105,https://pbs.twimg.com/media/GGN7pMVbwAAXHMn.jpg,,in,"Surakarta, Jawa Tengah",465,2160,1483,https://x.com/AndreasSolusi/status/1757384230655701105,1569949318035156994,AndreasSolusi,neutral
53,1752484310895170035,Wed Jan 31 00:09:53 +0000 2024,10621,jadi tetap all in prabowo gibran atau salam 4 jari nih  t co ehoxqgjvkr,1752484310895170035,https://pbs.twimg.com/media/GFITMNdacAA39aQ.jpg,,in,,217,376,1316,https://x.com/catchmeupco/status/1752484310895170035,1162545299614662656,catchmeupco,neutral
54,1795803684950900822,Wed May 29 13:05:37 +0000 2024,30190,ponakan prabowo ft anaknya jokowi ngalahinnya gimana ini  t co 9mqmelg8km,1795803684950900822,https://pbs.twimg.com/media/GOv57e9b0AAEf3y.jpg,,in,"Jakarta Selatan, DKI Jakarta",5250,3510,4700,https://x.com/barrysianturi/status/1795803684950900822,2237377454,barrysianturi,neutral
55,1783127341335720288,Wed Apr 24 13:34:21 +0000 2024,6651,terimakasih kepada bapak prabowo subianto sudah berkunjung ke dpp pkb sebuah kebanggaan untuk saya jajaran pengurus juga kader pkb bisa menyambut sekaligus mengucapkan selamat secara langsung kepada beliau saya juga menitipkan 8 agenda perubahan pkb untuk diperjuangkan di  t co cmwrcdh1kv,1783127341335720288,https://pbs.twimg.com/media/GL7tOZhbgAAdrc0.jpg,,in,Indonesia,352,688,544,https://x.com/cakimiNOW/status/1783127341335720288,1490116879,cakimiNOW,neutral
56,1774216561274101870,Sat Mar 30 23:26:06 +0000 2024,6684,gerombolan tom lembong antek mamarika suami sandra dewi yg korupsi 271 triliun timah di ciduk kejaksaan agung fitnah yg viral malah nyalahkan prabowo pdhl yg bnar mrk adalah timses 01  t co fc5zkdgnub,1774216561274101870,https://pbs.twimg.com/media/GJ9Ijhpa0AABCFr.jpg,,in,"Osaka-shi Kita-ku, Osaka",398,1534,760,https://x.com/xquitavee/status/1774216561274101870,1604408934525464576,xquitavee,neutral
57,1770103136994431034,Tue Mar 19 15:00:49 +0000 2024,4624,2 periode jokowi 2 periode prabowo 2 periode gibran oke gas oke gas  t co vr4yqfwfj4,1770103136994431034,https://pbs.twimg.com/media/GJCra_taEAAaAQN.jpg,,in,,1109,725,717,https://x.com/ARSIPAJA/status/1770103136994431034,2993008392,ARSIPAJA,neutral
58,1763368615720693845,Fri Mar 01 01:00:14 +0000 2024,34525,prabowo bicara ham  t co 2exgglohhi,1763368615720693845,https://pbs.twimg.com/media/GHi-aSUaEAAXJr9.jpg,,in,,2612,1684,3703,https://x.com/ARSIPAJA/status/1763368615720693845,2993008392,ARSIPAJA,neutral
59,1843266041868423203,Mon Oct 07 12:24:25 +0000 2024,294,seorang petinggi di mpr dan dua kolega jokowi mengatakan pembatalan tata te ib baru berasal dari jokowi dan prabowo prabowo yang semula tak mempermasalahkan pelantikan menggunakan tap mpr belakangan berubah pikiran  t co meibhqux4q,1843266125469274123,https://pbs.twimg.com/media/GZSWgtda4AAzs6s.jpg,tempodotco,in,Indonesia,4,1,22,https://x.com/tempodotco/status/1843266125469274123,18129942,tempodotco,negative
60,1842489934890115504,Sat Oct 05 09:00:06 +0000 2024,1704,saya tidak bisa menduga bagaimana suasana batin pak prabowo dengan makhluk tengil kurangajar ada di dekat beliau hari ini tetapi saya ingatkan kepada bapak kata kata ini bukan menghina bukan mengejek tetapi menyerang tentara pecatan cerai anak melambai ini adalah  t co kzip6jvosa,1842489934890115504,https://pbs.twimg.com/ext_tw_video_thumb/1842489873309343744/pu/img/qdBHWHpSDm7SxJM0.jpg,,in,,19,279,717,https://x.com/DokterTifa/status/1842489934890115504,1502822366946402304,DokterTifa,neutral
